APPID,TypeOfViolence,VictimType,Gender,Indigenous,AgeAtHappenedTo,Granted
239930,Sexual Offences,Parent Secondary,F,No,41.87,11420.6
240714,Assault,Primary,M,No,37.51,7934.96
241784,Sexual Offences,Not Eligible,F,No,32.05,0
242454,Homicide - Other,Related,F,Aboriginal,38.95,10000
241720,Assault,Not Eligible,M,No,43.02,0
247720,Assault,Primary,M,No,40.75,4063.29
248153,Sexual Offences,Primary,F,No,16.96,10619.85
249525,Assault,Not Eligible,F,No,38.68,0
250627,Assault,Primary,F,No,26.86,10240.41
251931,Sexual Offences,Primary,F,No,11.64,3500
270019,Assault,Yet To Be Determined,M,No,19.63,0
271221,Homicide - Other,Related,F,No,57.49,5000
271605,Assault,Primary,M,No,42.09,2700
275367,Assault,Primary,M,No,20.21,8687.11
275858,Assault,Yet To Be Determined,M,No,38.32,0
287397,Assault,Primary,M,No,45.61,23542.99
287981,Homicide - Other,Not Eligible,M,Aboriginal,28.34,0
288008,Homicide - Other,Not Eligible,M,Aboriginal,27.24,0
288508,Assault,Primary,F,No,48,1964.27
289537,Assault,Primary,F,Torres Strait Islander,69.52,700
290664,Assault,Primary,M,Aboriginal,28.62,4676.69
293397,Assault,Primary,M,Aboriginal,34.73,3090
293588,Homicide - Other,Related,F,Aboriginal,32.73,10000
307363,Homicide - Other,Related,F,No,36.24,10000
307377,Burglary,Primary,F,No,29.76,2500
308990,Homicide - Other,Related,F,Unknown,25.74,10000
309058,Sexual Offences,Primary,F,Aboriginal and Torres Strait,5.87,8000
310037,Homicide - DV,Related,M,Aboriginal,14.39,1285.71
310719,Assault,Not Eligible,F,No,52.95,0
310760,Assault,Primary,M,No,35.56,13950.8
313595,Sexual Offences,Primary,F,No,12.7,3000
315565,Assault,Primary,M,No,20.09,3059.85
315685,Assault,Primary,M,No,28.93,33555.73
315828,Domestic Violence,Primary,F,No,27.33,12306.15
315933,Assault,Primary,M,No,32.73,10537
283188,Homicide - DV,Related,F,Aboriginal,10.84,10000
283972,Assault,Primary,M,No,17.14,8813.45
285717,Sexual Offences,Parent Secondary,F,No,38.04,17975.87
289504,Domestic Violence,Primary,F,No,48.35,4869.37
290481,Assault,Primary,M,No,32.33,651
291326,Homicide - Other,Related,F,No,28.83,5000
291483,Robbery,Primary,M,No,53.81,7750
293380,Domestic Violence,Not Eligible,F,No,51.12,0
295931,Assault,Not Eligible,M,No,58.63,0
298369,Domestic Violence,Primary,F,Torres Strait Islander,26.77,2584.95
299707,Domestic Violence,Primary,F,No,36.5,6577.87
301622,Assault,Primary,M,No,27.35,12906.97
303108,Assault,Primary,M,No,20.24,7152.26
307313,Sexual Offences,Primary,F,Unknown,14.72,4235
284037,Domestic Violence,Primary,F,Aboriginal and Torres Strait,22.8,1682
284757,Assault,Primary,F,Unknown,34.76,2516.95
285793,Assault,Not Eligible,F,No,18.1,0
285877,Assault,Yet To Be Determined,M,No,25.88,0
286845,Sexual Offences,Primary,F,No,16.39,12630
288953,Assault,Primary,M,No,57.1,2650
289471,Assault,Not Eligible,F,Unknown,43.99,0
292245,Homicide - DV,Not Eligible,F,Torres Strait Islander,60.35,6000
293120,Assault,Primary,M,No,12.84,2665
294758,Assault,Not Eligible,F,No,40.51,0
295312,Homicide - Other,Related,M,Aboriginal,84.46,10000
295964,Sexual Offences,Primary,F,No,13.24,2200
297048,Sexual Offences,Primary,F,Aboriginal,9.23,2500
307327,Domestic Violence,Primary,F,Aboriginal,23.15,4120
308917,Homicide - Other,Related,F,No,31.21,2507.48
309308,Assault,Primary,M,No,27.68,4114.3
310069,Homicide - Other,Yet To Be Determined,M,No,57.89,0
310746,Assault,Primary,M,No,85.18,1300
313359,Sexual Offences,Parent Secondary,F,No,36.94,1526
315619,Sexual Offences,Primary,F,No,12.24,10000
315699,Sexual Offences,Primary,F,No,1.75,10000
317312,Assault,Primary,F,No,52.12,6740.39
318786,Homicide - Other,Related,M,No,24.3,15000
324584,Sexual Offences,Primary,F,No,7.16,3500
326222,Sexual Offences,Primary,F,Aboriginal,15.26,10000
300168,Homicide - DV,Related,M,Unknown,58.55,10000
257522,Assault,Primary,F,No,13.57,1330
258240,Assault,Primary,M,No,21.8,10100
247626,Assault,Primary,F,No,69.97,1450
249230,Sexual Offences,Primary,F,No,14.42,16698.28
252759,Assault,Primary,M,No,17.64,0
254781,Assault,Primary,M,No,58.16,3834.26
255131,Domestic Violence,Primary,F,Unknown,5.08,12789.75
257386,Domestic Violence,Primary,F,No,24.52,10000
260146,Assault,Primary,F,Unknown,31.5,2467.98
262452,Assault,Primary,M,No,18.99,2573.48
262802,Assault,Primary,M,No,20.72,54602.8
265492,Assault,Primary,M,No,43.05,10579
266178,Assault,Primary,M,No,24.44,1300
252063,Assault,Not Eligible,F,Unknown,27.77,0
252682,Homicide - MVA,Related,M,No,23.05,10000
253633,Assault,Primary,M,No,30.35,1319.5
254270,Stalking/Threats,Not Eligible,M,No,38.52,0
254920,Domestic Violence,Primary,F,No,54.06,1300
255207,Homicide - Other,Related,F,Aboriginal,34.17,10000
255240,Homicide - Other,Related,M,Aboriginal,35.91,10000
245280,Robbery,Primary,M,No,59.19,2500
249256,Sexual Offences,Primary,F,Torres Strait Islander,22.61,6400
251444,Assault,Primary,M,Unknown,66.09,10000
251463,Assault,Primary,F,No,15.85,4978.1
252179,Assault,Primary,F,No,43.38,12944.4
254805,Assault,Primary,M,Aboriginal and Torres Strait,8.56,900
254955,Assault,Primary,F,No,26.3,4252.21
255020,Assault,Primary,M,No,2.59,2500
257564,Domestic Violence,Yet To Be Determined,F,No,40.31,0
259635,Assault,Primary,F,Aboriginal,19.29,8110
259686,Assault,Not Eligible,M,No,47.53,0
262377,Assault,Primary,F,No,15.59,6964.22
262627,Sexual Offences,Primary,F,No,13.94,8944.72
250892,Assault,Primary,F,No,17.5,2500
250960,Sexual Offences,Primary,F,Unknown,42.12,10090
252617,Assault,Primary,M,No,25.34,2623.25
254336,Assault,Primary,M,No,31.82,2203.76
254352,Homicide - DV,Yet To Be Determined,F,Aboriginal,31.75,0
255575,Domestic Violence,Primary,F,No,37.08,16443.91
301443,Domestic Violence,Primary,M,Unknown,4.73,2150
301529,Sexual Offences,Primary,F,Aboriginal,14.7,13746
301820,Sexual Offences,Primary,F,No,14.15,11300
301863,Homicide - Other,Related,M,Aboriginal,58.24,10000
306727,Assault,Primary,F,No,49.37,62413.43
307679,Homicide - Other,Funeral Only,M,Unknown,45.53,6000
308967,Assault,Primary,M,No,40.63,1300
310969,Assault,Primary,M,No,29.88,27406.84
312148,Assault,Not Eligible,M,No,33.94,0
312232,Assault,Primary,M,No,50.16,8538.6
313402,Assault,Primary,M,No,43.06,3500
313579,Assault,Primary,M,No,28.07,0
292212,Assault,Primary,M,No,18.41,75000
295504,Homicide - Other,Related,F,Aboriginal,26.24,10000
296056,Assault,Primary,M,No,46.16,27503.7
297601,Assault,Primary,M,Unknown,46.91,34848.59
299882,Robbery,Primary,F,No,60.22,3608.8
301493,Robbery,Primary,M,Unknown,26.54,1300
301838,Sexual Offences,Primary,F,No,12.4,3000
306014,Sexual Offences,Primary,F,No,19.73,14500
306818,Assault,Primary,M,No,30.65,9387.14
307779,Assault,Primary,M,No,31.6,19762
309333,Homicide - DV,Related,M,No,26.25,10000
312275,Domestic Violence,Not Eligible,F,No,35.88,0
313520,Assault,Primary,M,No,28.27,10220
317925,Domestic Violence,Primary,M,No,45.22,15780.3
255859,Homicide - Other,Related,F,No,64.62,10000
255926,Homicide - Other,Related,F,No,29.13,11452.3
258130,Assault,Primary,M,No,38.61,3400
260939,Assault,Primary,M,No,17.21,20860.5
261688,Assault,Primary,M,Unknown,30.05,4474.32
262641,Assault,Not Eligible,F,Unknown,28.61,0
262827,Assault,Primary,F,Unknown,58.79,23756.61
262878,Assault,Primary,M,Aboriginal,39.77,3384
242285,Other,Primary,M,No,27.2,22739.13
242469,Homicide - Other,Related,F,Aboriginal,24.21,10000
245229,Assault,Primary,M,Aboriginal,22.38,5259.02
246865,Homicide - Other,Related,F,Aboriginal,56.25,14975
247804,Domestic Violence,Yet To Be Determined,F,No,47.1,0
266947,Assault,Primary,F,Unknown,18.47,1720
267632,Assault,Primary,M,No,29.67,5985.62
269419,Sexual Offences,Primary,F,No,14.74,9276.76
258973,Assault,Primary,M,No,44.98,21179.7
261047,Assault,Primary,M,Unknown,26.25,32399.75
262984,Homicide - Other,Related,F,Torres Strait Islander,21.78,5000
263152,Homicide - Other,Related,F,Torres Strait Islander,17.99,5000
263405,Assault,Primary,F,No,59.74,0
265427,Assault,Primary,M,Torres Strait Islander,30.51,3500
265510,Assault,Primary,M,No,48.35,6093.28
265591,Motor Vehicle Accident,Primary,M,No,67.89,6678.55
266660,Homicide - Other,Related,F,No,32.21,5000
267730,Sexual Offences,Primary,M,No,20.02,10000
269000,Assault,Primary,M,Unknown,48.42,8050
269219,Homicide - Other,Related,F,Aboriginal,33.7,5000
269653,Assault,Primary,M,No,52.15,5672
251904,Homicide - Other,Related,F,Unknown,38.95,10000
253843,Assault,Primary,M,No,56.4,3679.45
254713,Sexual Offences,Yet To Be Determined,F,No,10.01,0
255148,Domestic Violence,Primary,F,No,42.32,2195.1
256032,Assault,Primary,M,No,38.78,5655
256416,Assault,Primary,M,No,15.27,7400
258373,Assault,Primary,M,No,43.05,30240.92
259093,Sexual Offences,Yet To Be Determined,F,Unknown,32.99,0
259442,Domestic Violence,Primary,M,Aboriginal and Torres Strait,45.27,5000
262583,Assault,Primary,M,No,32.12,6080.92
319468,Assault,Primary,M,No,34.35,3530
319504,Domestic Violence,Primary,M,No,11.57,39814.56
320106,Homicide - MVA,Related,M,No,59.22,0
320240,Assault,Primary,M,No,31.81,48118.86
322510,Homicide - Other,Not Eligible,F,No,56.05,0
322610,Assault,Primary,M,No,25.83,1800
322805,Homicide - MVA,Related,F,Unknown,19.1,0
324784,Homicide - MVA,Related,F,No,52.42,0
326206,Sexual Offences,Primary,F,Torres Strait Islander,25.52,2474.74
326897,Sexual Offences,Primary,F,No,11.88,10124.58
328830,Assault,Primary,M,No,60.32,10100
329446,Assault,Primary,M,No,24.53,7102.61
326236,Sexual Offences,Primary,F,Torres Strait Islander,39.18,9032
299506,Domestic Violence,Primary,F,Unknown,36.21,4689.81
299533,Sexual Offences,Not Eligible,F,No,16.36,0
301412,Homicide - Other,Related,M,No,75.63,0
301694,Assault,Primary,M,No,26.27,34766.08
302548,Assault,Primary,M,No,20.78,11340.45
303084,Assault,Primary,F,Aboriginal,20.42,1000
305274,Homicide - Other,Related,F,Unknown,65.93,5603
306058,Assault,Yet To Be Determined,M,Unknown,25.96,0
307278,Assault,Primary,F,Aboriginal,36.97,1350
312799,Assault,Primary,F,No,40.2,1300
312985,Assault,Primary,M,No,45.78,1800
313285,Homicide - Other,Related,M,No,13.98,26045.61
313326,Assault,Yet To Be Determined,F,No,31.15,0
313485,Assault,Primary,M,No,30.61,2160
291616,Domestic Violence,Yet To Be Determined,F,Aboriginal,35.76,0
292327,Assault,Primary,M,No,17.64,11770
293499,Assault,Primary,F,Aboriginal,23.17,2600
294678,Sexual Offences,Primary,F,No,13.96,7000
296039,Stalking/Threats,Not Eligible,F,No,49.73,0
296107,Assault,Primary,M,No,46.49,24621.45
296530,Assault,Primary,M,No,28.84,4069.4
297073,Assault,Primary,M,Aboriginal,26.7,3000
299692,Assault,Primary,M,No,32.76,2500
299722,Assault,Primary,M,Unknown,28.6,1300
301428,Domestic Violence,Primary,F,No,23.67,6000
302900,Assault,Yet To Be Determined,F,Unknown,43.87,0
303050,Assault,Primary,F,No,49.45,3141.02
300283,Homicide - Other,Related,M,No,49.44,19910.84
302330,Homicide - Other,Related,M,Unknown,23.35,10000
302991,Robbery,Yet To Be Determined,M,Unknown,48.31,0
303066,Assault,Primary,M,No,58.71,4629.59
305204,Homicide - Other,Related,F,Unknown,49.76,11676.15
307351,Assault,Witness Secondary,F,No,32.92,1300
309407,Assault,Yet To Be Determined,M,No,57.22,0
310011,Homicide - DV,Related,F,Aboriginal,12.04,1285.71
312317,Domestic Violence,Primary,F,No,50.49,7842.5
313551,Assault,Primary,M,No,23.93,23500
313837,Homicide - Other,Related,M,Aboriginal,46.24,10000
316970,Assault,Primary,F,Aboriginal,35.84,3080
263571,Assault,Primary,M,No,20.54,2951.45
266846,Sexual Offences,Primary,M,No,8.8,3742.5
267281,Burglary,Primary,F,No,18.33,3560
269685,Motor Vehicle Accident,Yet To Be Determined,M,No,63.87,0
257355,Homicide - DV,Funeral Only,M,No,77.24,6000
258722,Assault,Primary,M,No,35.84,1300
259190,Robbery,Primary,F,No,41.35,7750
260079,Sexual Offences,Primary,F,No,12.87,10000
261013,Assault,Primary,M,No,53.1,1000
262733,Homicide - Other,Related,F,No,64.79,25635.36
263702,Assault,Primary,M,No,25.48,2335.1
264240,Assault,Primary,M,No,28.79,3540
266345,Assault,Not Eligible,M,No,33.56,0
249173,Assault,Primary,M,No,51.87,14388.57
250942,Assault,Primary,M,No,21.09,4031.02
252280,Homicide - Other,Related,F,No,31.48,10000
252363,Assault,Primary,M,Unknown,40.11,1064
255191,Assault,Primary,F,No,35.02,650
255824,Homicide - DV,Related,M,Aboriginal,56.34,16000
258766,Assault,Primary,M,No,30.57,2969
260288,Assault,Primary,M,No,31.48,347.45
256123,Homicide - Other,Not Eligible,M,Aboriginal,41.79,0
260102,Sexual Offences,Yet To Be Determined,F,No,28.46,0
260921,Sexual Offences,Primary,F,No,8.43,8000
261705,Assault,Primary,F,Torres Strait Islander,15.31,3340
262507,Homicide - Other,Related,F,No,61.77,10000
326972,Domestic Violence,Yet To Be Determined,F,Aboriginal,26.47,0
327699,Assault,Primary,F,Unknown,52.65,8602.3
327758,Sexual Offences,Primary,F,No,10.81,10000
327824,Homicide - MVA,Related,F,No,19.01,10000
329721,Homicide - Other,Related,F,No,61.7,10500
329998,Assault,Primary,M,Aboriginal,31.62,21770.5
330307,Sexual Offences,Primary,M,No,11.24,13488.91
331638,Sexual Offences,Not Eligible,F,No,28.64,0
332488,Sexual Offences,Primary,F,No,17.54,7640
332572,Sexual Offences,Primary,F,No,13.56,2500
336514,Motor Vehicle Accident,Not Eligible,M,No,15.68,0
337384,Robbery,Primary,F,No,47.07,4516.54
315724,Sexual Offences,Not Eligible,F,No,25.6,0
318967,Assault,Primary,F,No,35.2,1115
293640,Assault,Not Eligible,F,No,33.64,0
294644,Assault,Primary,M,Aboriginal,38.8,3040
298945,Sexual Offences,Yet To Be Determined,F,Unknown,39.89,0
301562,Robbery,Primary,F,No,38.49,4005.9
301678,Sexual Offences,Parent Secondary,F,No,35.38,22202.5
302530,Assault,Primary,M,Unknown,49.14,3805
303541,Assault,Primary,M,No,27.45,3266.6
307235,Domestic Violence,Primary,M,No,29.24,15920.6
308825,Assault,Yet To Be Determined,F,Unknown,63.61,0
310795,Assault,Primary,M,No,18.93,12104.95
313796,Assault,Primary,M,No,18.25,23608.33
314664,Assault,Primary,F,No,23.27,1300
268316,Assault,Primary,F,No,34.18,0
272193,Robbery,Primary,M,No,58.79,2800
272811,Assault,Primary,M,No,35.1,3311
274735,Assault,Not Eligible,F,No,48.87,0
278379,Other,Primary,F,No,44.72,5902.5
278811,Assault,Primary,M,Aboriginal,41.48,1395
279816,Assault,Yet To Be Determined,F,No,48.7,0
280167,Assault,Primary,M,No,26.78,20637.82
281970,Homicide - Other,Related,M,No,60.13,10000
283340,Assault,Primary,M,No,25.45,1350
283356,Motor Vehicle Accident,Not Eligible,M,Aboriginal and Torres Strait,23.55,0
283406,Robbery,Primary,M,No,29.61,3850
283891,Homicide - DV,Related,F,Aboriginal,59.85,10790
262611,Sexual Offences,Parent Secondary,F,Aboriginal,36.01,0
263095,Sexual Offences,Primary,F,No,12.5,10905.7
263393,Homicide - Other,Yet To Be Determined,M,Torres Strait Islander,7.38,0
264366,Assault,Primary,M,No,38.06,8974.34
266218,Sexual Offences,Primary,F,No,11,10000
266804,Homicide - Other,Related,M,Torres Strait Islander,18.02,5000
267171,Assault,Not Eligible,M,No,49.35,0
268091,Homicide - DV,Related,M,Aboriginal,47.3,1285.71
263478,Robbery,Primary,M,No,22.75,4240
263496,Homicide - Other,Related,M,No,43.63,10000
264163,Sexual Offences,Primary,F,No,11.78,2779
265265,Assault,Primary,F,Aboriginal,20.94,10000
265349,Assault,Primary,M,No,44.32,10329.55
266772,Stalking/Threats,Not Eligible,M,No,43.93,0
266919,Assault,Primary,M,No,29.02,1300
267003,Homicide - Other,Related,F,No,52.45,10000
268257,Homicide - Other,Related,F,No,53.44,16255.8
269043,Sexual Offences,Primary,F,No,7.97,10307.7
269193,Assault,Primary,M,No,21.87,6593.9
271164,Homicide - Other,Related,M,No,50.84,10000
272722,Homicide - MVA,Related,M,No,65.23,10000
268275,Homicide - Other,Related,F,No,21.64,12077.35
269078,Homicide - Other,Related,M,Aboriginal,40.5,5000
269363,Homicide - Other,Not Eligible,M,Unknown,20.14,0
269714,Assault,Primary,F,No,24.2,3100
270296,Assault,Not Eligible,M,No,24.5,0
271284,Assault,Primary,F,No,18.11,3500
271467,Robbery,Primary,M,No,63.86,2300
271634,Assault,Primary,M,Unknown,45.74,26108.88
272536,Homicide - MVA,Related,M,No,29.82,16000
275412,Assault,Primary,M,No,48.18,1300
277033,Assault,Primary,M,No,23.28,2376.85
278536,Homicide - DV,Related,F,No,20.16,11170
279791,Homicide - DV,Not Eligible,M,Aboriginal,44.55,0
279858,Homicide - DV,Not Eligible,F,Aboriginal,34.59,0
279874,Homicide - DV,Not Eligible,M,Aboriginal,21.83,0
279922,Homicide - DV,Related,F,Aboriginal,27.85,5555.55
279972,Homicide - Other,Not Eligible,M,Aboriginal,46.97,0
280009,Homicide - DV,Related,F,Aboriginal,36.68,5555.55
284126,Assault,Primary,M,Aboriginal and Torres Strait,48.57,1000
285095,Homicide - Other,Related,F,No,74.21,5603
285129,Homicide - MVA,Related,M,No,49.48,16000
286751,Sexual Offences,Not Eligible,F,No,9.28,0
288822,Assault,Parent Secondary,F,Unknown,46,2500
269486,Sexual Offences,Parent Secondary,M,No,39.3,1980.69
270071,Homicide - Other,Related,M,No,26.69,10000
270222,Assault,Primary,M,No,37.59,34897.54
270389,Assault,Primary,M,No,37.89,3000
271039,Robbery,Yet To Be Determined,F,No,18.81,0
272697,Homicide - MVA,Related,M,No,50.56,10000
274249,Homicide - Other,Related,F,No,26.05,12217.6
275352,Domestic Violence,Primary,F,No,71.17,9192.16
276037,Assault,Primary,M,No,36.16,3040
276739,Assault,Primary,M,No,21.6,2739
280465,Assault,Primary,M,No,26.74,3600
283841,Assault,Primary,M,No,52.76,1300
283925,Assault,Primary,M,No,19.81,9425.24
270153,Assault,Primary,M,Unknown,35.38,1300
271192,Sexual Offences,Primary,F,No,25.64,30466.91
272744,Assault,Yet To Be Determined,M,No,16.88,0
273899,Robbery,Primary,M,Unknown,47.11,3500
274769,Domestic Violence,Not Eligible,F,No,32.47,0
275252,Sexual Offences,Primary,F,Aboriginal and Torres Strait,17.01,10000
275906,Assault,Yet To Be Determined,M,Aboriginal,38.27,0
275919,Homicide - MVA,Not Eligible,F,No,21.7,0
315841,Homicide - Other,Related,M,No,56.69,10000
310677,Assault,Primary,M,No,17.39,25535.35
312192,Assault,Yet To Be Determined,F,Aboriginal,36.04,0
313312,Sexual Offences,Yet To Be Determined,F,No,8.31,0
319521,Sexual Offences,Primary,F,No,11.75,10000
320582,Homicide - Other,Related,M,Unknown,7.26,750
322729,Homicide - MVA,Related,M,Unknown,35.58,0
327800,Homicide - MVA,Related,F,No,6.98,10000
329286,Assault,Primary,M,No,37.85,3000
329606,Assault,Primary,M,Unknown,37.15,2564.76
329763,Homicide - Other,Related,M,No,23.35,10500
330967,Domestic Violence,Primary,F,No,30.14,8225.65
331419,Domestic Violence,Primary,F,No,43.12,1590
320029,Assault,Primary,M,No,40.71,2990
322587,Motor Vehicle Accident,Not Eligible,M,Unknown,26.22,0
323507,Domestic Violence,Not Eligible,F,Unknown,36.06,0
323925,Sexual Offences,Primary,F,No,14.58,11558.5
323991,Sexual Offences,Primary,F,Unknown,34.87,10000
326256,Domestic Violence,Primary,F,No,78.2,1844.5
326313,Assault,Primary,M,No,36.18,2773.95
328844,Assault,Primary,F,Aboriginal,39.31,1365
328955,Assault,Primary,M,No,21.1,5055.47
329589,Sexual Offences,Yet To Be Determined,F,No,31.88,0
331084,Motor Vehicle Accident,Not Eligible,M,No,37.3,0
333315,Homicide - MVA,Related,M,No,70.93,0
316805,Homicide - Other,Related,M,No,69.8,10000
331703,Assault,Primary,F,Unknown,45.04,6636.43
318885,Assault,Primary,M,Unknown,39.06,1300
321000,Sexual Offences,Yet To Be Determined,F,No,8.66,0
324874,Homicide - Other,Primary,F,Unknown,45.04,16461.26
325610,Domestic Violence,Primary,F,Unknown,52.47,2080
329338,Assault,Not Eligible,M,No,47.96,0
332614,Assault,Primary,M,No,19.26,11481.35
332757,Assault,Primary,F,No,20.95,9896
333016,Homicide - Other,Not Eligible,F,Aboriginal,35.7,0
337158,Assault,Primary,M,No,35.15,1300
341506,Assault,Primary,M,Unknown,18.71,10518
341588,Sexual Offences,Primary,F,No,10.61,10160
341890,Homicide - Other,Related,F,No,42.48,10000
318007,Assault,Primary,F,Unknown,15.72,2708.37
319225,Homicide - Other,Related,M,No,70.52,20385
320624,Assault,Primary,M,No,17.74,1979.93
321349,Assault,Primary,F,No,37.64,3480
322496,Homicide - Other,Related,F,No,49.29,10000
323546,Sexual Offences,Primary,F,No,24.25,4930
323964,Assault,Primary,M,No,50.19,2352
324091,Domestic Violence,Primary,F,Aboriginal,18.6,1000
329478,Assault,Witness Secondary,F,No,10.41,0
329655,Homicide - Other,Related,F,No,17.74,10000
331811,Assault,Primary,M,No,25.79,3419
333058,Assault,Primary,M,No,42.9,1000
338397,Domestic Violence,Primary,F,Unknown,6.27,19393.08
280058,Homicide - DV,Related,F,Aboriginal,33.68,5555.55
280109,Homicide - Other,Related,F,Aboriginal,44.05,10000
