id,status,name,address,latitude,longitude,region1,type_id,type_name,notes,product1,product2,product3,service1,service2,service3,service4,service5,region2,region3
961,Published,7-Eleven Ashmore,"579 Ashmore Road, Molendinar, Queensland, Australia",-27.984646,153.365587,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
966,Published,7-Eleven Southport,"138 Slatyer Avenue, Ashmore, Queensland, Australia",-27.996317,153.39985,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
971,Published,7-Eleven Coomera,"Dreamworld Parkway, Coomera, Queensland, Australia",-27.868739,153.314545,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
976,Published,7-Eleven Hope Island,"87-91 Broadwater Avenue, Hope Island, Queensland, Australia",-27.878307,153.365036,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
981,Published,7-Eleven Robina,"253 Scottsdale Drive, Robina, Queensland, Australia",-28.090215,153.390741,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
986,Published,7-Eleven Palm Beach,"1186 Gold Coast Highway, Palm Beach, Queensland, Australia",-28.118114,153.47051,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
991,Published,7-Eleven Burleigh Central,"11 Connor Street, Burleigh Heads, Queensland, Australia",-28.088982,153.451783,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
996,Published,7-Eleven Surfers Paradise,"3187 Surfers Paradise Boulevard, Surfers Paradise, Queensland, Australia",-27.999151,153.428591,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
1001,Published,Pit Stop News and Supermarket,"31 Aubrey Street, Surfers Paradise, Queensland, Australia",-28.011257,153.429921,,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
1006,Published,Aquarius Backpackers,"44 Queen Street, Southport, Queensland, Australia",-27.973494,153.415458,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1011,Published,Bay Lodge Apartments,"35 Palm Avenue, Surfers Paradise, Queensland, Australia",-27.995222,153.426284,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1016,Published,Breakfree Morrocan,"14 View Avenue, Surfers Paradise, Queensland, Australia",-27.997806,153.429731,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1021,Published,Centrepoint Apartments,"67 Ferny Avenue, Surfers Paradise, Queensland, Australia",-27.998162,153.427801,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1026,Published,Chevron Towers Tour Desk,"23 Ferny Avenue, Surfers Paradise, Queensland, Australia",-27.999546,153.427723,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1031,Published,Karana Palms Resort,"40-42 Tarcoola Crescent, Surfers Paradise, Queensland, Australia",-27.999348,153.423854,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1036,Published,Mantra Broadbeach on the Park,"2685 Gold Coast Highway, Broadbeach, Queensland, Australia",-28.030702,153.430424,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1041,Published,Mantra Sun City,"Ocean Avenue, Surfers Paradise, Queensland, Australia",-27.993107,153.428985,,1,Standard retailer,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1046,Published,Mari Court Resort,"23 Wharf Road, Surfers Paradise, Queensland, Australia",-28.015495,153.430599,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1051,Published,Neptune Resort,"32 Surf Parade, Broadbeach, Queensland, Australia",-28.033787,153.431294,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1056,Published,Outrigger Twin Towns Resort,"Griffith Street, Coolangatta, Queensland, Australia",-28.169044,153.542908,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1061,Published,Platform Tours at Marriott Resort & Spa,"158 Ferny Avenue, Surfers Paradise, Queensland, Australia",-27.991322,153.428026,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1066,Published,Seacrest Apartments,"3448 Main Beach Parade, Surfers Paradise, Queensland, Australia",-27.99073,153.429379,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1071,Published,Surfers Paradise Backpackers Resort,"2837 Gold Coast Highway, Surfers Paradise, Queensland, Australia",-28.016302,153.429275,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1076,Published,The Islander,"3128 Surfers Paradise Boulevard, Surfers Paradise, Queensland, Australia",-28.003255,153.428659,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1081,Published,Watermark Hotel & Spa,"3032 Surfers Paradise Boulevard, Surfers Paradise, Queensland, Australia",-28.006013,153.428721,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1086,Published,Baronnet Apartments,"12 Enderley Avenue, Surfers Paradise, Queensland, Australia",-28.009103,153.430639,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1091,Published,Breakfree Acapulco,"2 Thornton Street, Surfers Paradise, Queensland, Australia",-28.010543,153.431904,,2,Preloaded reseller,,Gold Coast go explore card,,,Change expiry date,,,,,Gold Coast,
1096,Published,Breakfree Beachpoint,"Staghorn Avenue and The Esplanade, Surfers Paradise, Queensland, Australia",-27.995515,153.430342,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1101,Published,Breakfree Cosmpolitan,"3142 Surfers Paradise Boulevard, Surfers Paradise, Queensland, Australia",-28.003255,153.428659,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1106,Published,Breakfree Diamond Beach,"10-16 Alexandra Avenue, Mermaid Beach, Queensland, Australia",-28.036277,153.434403,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1111,Published,Breakfree Longbeach,"28 Northcliffe Terrace, Surfers Paradise, Queensland, Australia",-28.00749,153.430861,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1116,Published,Chevron Palms,"48 - 54 Stanhill Drive, Surfers Paradise, Queensland, Australia",-27.997265,153.422847,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1121,Published,Crown Towers Resort,"5-19 Palm Avenue, Surfers Paradise, Queensland, Australia",-27.995758,153.427978,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1126,Published,Hi Surf Apartments,"150 The Esplanade, Burleigh Heads, Queensland, Australia",-28.080915,153.448477,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1131,Published,Markham Court,"36 Australia Avenue, Broadbeach, Queensland, Australia",-28.024987,153.43078,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1136,Published,Pacific Views Resort,"Main Beach Parade, Main Beach, Queensland, Australia",-27.982328,153.429105,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1141,Published,Q1 Tour Desk,"9 Hamilton Avenue, Surfers Paradise, Queensland, Australia",-28.006307,153.429727,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1146,Published,Surfers Aquarius,"4 Old Burleigh Road, Surfers Paradise, Queensland, Australia",-28.013906,153.432548,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1156,Published,The Crest Apartments,"15 Breaker Street, Main Beach, Queensland, Australia",-27.981359,153.426897,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1161,Published,Ticketmates Harbour Town,"Oxley Drive, Biggera Waters, Queensland, Australia",-27.931162,153.387762,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
1166,Published,Ashmore Newsextra,"160 Cotlew Street, Ashmore, Queensland, Australia",-27.9871,153.383257,,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
1171,Archived,The Greener Grocer,"15/19 Via Roma, Surfers Paradise, Queensland, Australia",-28.012158,153.423689,,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
1176,Published,Newsxpress Coomera,"133 Finnegan Way, Coomera, Queensland, Australia",-27.84369,153.32816,,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
1181,Published,Foodworks Jindalee,"Shop 1, 66 Curragundi Road, Jindalee, Queensland, Australia",-27.53513,152.935947,,2,Preloaded reseller,,go card,,,Buy,,,,,Brisbane,
1186,Published,Night Owl North Lakes,"Shop 1, 3 College Street, North Lakes, Queensland, Australia",-27.232057,153.022332,,2,Preloaded reseller,,go card,,,Buy,,,,,Brisbane,
1191,Published,Night Owl Stones Corner,"476 Logan Road, Greenslopes, Queensland, Australia",-27.503265,153.04764,,2,Preloaded reseller,,go card,,,Buy,,,,,Brisbane,
1196,Published,Night Owl Boondall,"1968 Sandgate Road, Boondall, Queensland, Australia",-27.363933,153.061561,,2,Preloaded reseller,,go card,,,Buy,,,,,Brisbane,
1201,Published,Nextra Riverlink News,"Riverlink Shopping Centre, North Ipswich, Queensland, Australia",-27.608385,152.759836,,2,Preloaded reseller,,go card,,,Buy,,,,,Ipswich,
1206,Published,Surf Parade Resort,"210 Surf Parade, Surfers Paradise, Queensland, Australia",-28.016508,153.431211,,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
1211,Published,Newtons Newsagency,"49 Wharf Street, Tweed Heads, New South Wales, Australia",-28.171647,153.542848,,2,Preloaded reseller,,go card,,,Buy,,,,,Gold Coast,
1216,Published,Night Owl Mermaid Beach,"2375 Gold Coast Highway, Mermaid Beach, Queensland, Australia",-28.049584,153.436301,,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
1221,Published,Night Owl Robina,"Easy T Shopping Centre, Scottsdale Drive & Christine Avenue, Robina, Queensland, Australia",-28.084951,153.391622,,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
1226,Archived,Night Owl Southport,"201 Ferry Road, Southport, Queensland, Australia",-27.989739,153.412273,Gold Coast,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
1231,Published,Night Owl Surfers South,"3031 Gold Coast Highway, Surfers Paradise, Queensland, Australia",-28.005486,153.429112,,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
1236,Published,Surfers Plaza Resort,"70 Remembrance Drive, Surfers Paradise, Queensland, Australia",-28.003694,153.426351,,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
1241,Published,Cavill Avenue Tram Station,"Corner Surfers Paradise Boulevard and Cavill Avenue, Surfers Paradise, Queensland, Australia",-28.001657,153.428313,,5,Rail fare machine,,go card,,,Buy,Top up,,,,Gold Coast,
1246,Published,7-Eleven Ashgrove,"268 Waterworks Road, Ashgrove, Queensland, Australia",-27.446136,152.990995,,1,Standard retailer,,,,,,,,,,Brisbane,
1251,Published,7-Eleven Aspley,"1429 Gympie Road, Aspley, Queensland, Australia",-27.358375,153.017324,,1,Standard retailer,,,,,,,,,,Brisbane,
1256,Published,7-Eleven Bellbird Park,"354 Redbank Plains Road, Bellbird Park, Queensland, Australia",-27.645243,152.872206,,1,Standard retailer,,,,,,,,,,Brisbane,
1261,Published,7-Eleven Browns Plains,"267-273 Browns Plains Road, Crestmead, Queensland, Australia",-27.664117,153.061427,,1,Standard retailer,,,,,,,,,,Brisbane,
1266,Published,7-Eleven Coolum,"1796-1800 David Low Way, Coolum Beach, Queensland, Australia",-26.529825,153.090858,,1,Standard retailer,,,,,,,,,,Sunshine Coast,
1271,Published,7-Eleven Eatons Hill,"2-4 Bunya Park Drive, Eatons Hill, Queensland, Australia",-27.337817,152.96021,,1,Standard retailer,,,,,,,,,,Brisbane,
1276,Published,7-Eleven Brunswick Street Mall,"281 Brunswick Street, Fortitude Valley, Queensland, Australia",-27.457771,153.033842,,1,Standard retailer,,,,,,,,,,Brisbane,
1281,Published,7-Eleven Valley Metro,"230 Brunswick Street, Fortitude Valley, Queensland, Australia",-27.45679,153.033095,,1,Standard retailer,,,,,,,,,,Brisbane,
1286,Published,7-Eleven Gaven,"1 Binstead Way, Pacific Pines, Queensland, Australia",-27.926171,153.323605,,1,Standard retailer,,,,,,,,,,Brisbane,
1291,Published,7-Eleven Greenslopes,"99 Juliette Street and Earl Street, Greenslopes, Queensland, Australia",-27.504502,153.040492,,1,Standard retailer,,,,,,,,,,Brisbane,
1296,Published,7-Eleven Marsden,"Tamarind Street, Marsden, Queensland, Australia",-27.680633,153.11473,,1,Standard retailer,,,,,,,,,,Brisbane,
1301,Published,7-Eleven Sanctuary Cove,"87-91 Broadwater Avenue, Hope Island, Queensland, Australia",-27.878122,153.366608,,1,Standard retailer,,,,,,,,,,Gold Coast,
1306,Published,7-Eleven Moorvale,"841 Ipswich Road, Moorooka, Queensland, Australia",-27.523933,153.02343,,1,Standard retailer,,,,,,,,,,Brisbane,
1311,Published,7-Eleven Mt Gravatt East,"318 Creek Road, Mount Gravatt East, Queensland, Australia",-27.531895,153.09351,,1,Standard retailer,,,,,,,,,,Brisbane,
1316,Published,7-Eleven Lytton Road,"887 Lytton Road, Murarrie, Queensland, Australia",-27.456767,153.105673,,1,Standard retailer,,,,,,,,,,Brisbane,
1321,Published,7-Eleven Nambour,"922 Nambour Connection Road, Nambour, Queensland, Australia",-26.616492,152.969461,,1,Standard retailer,,,,,,,,,,Sunshine Coast,
1326,Published,7-Eleven Newmarket,"85 Enoggera Road, Newmarket, Queensland, Australia",-27.438633,153.007559,,1,Standard retailer,,,,,,,,,,Brisbane,
1331,Published,7-Eleven Ningi,"1102 Bribie Island Road, Ningi, Queensland, Australia",-27.061943,153.079498,,1,Standard retailer,,,,,,,,,,Redlands,
1336,Published,7-Eleven Raceview,"59-63 Raceview Street, Raceview, Queensland, Australia",-27.634837,152.774425,,1,Standard retailer,,,,,,,,,,Gold Coast,
1341,Published,7-eleven Red Hill,"152 Musgrave Road, Red Hill, Queensland, Australia",-27.455465,153.006742,,1,Standard retailer,,,,,,,,,,Brisbane,
1346,Published,7-Eleven Rangeville,"85 Perth Street, South Toowoomba, Queensland, Australia",-27.57471,151.968969,,1,Standard retailer,,,,,,,,,,Toowoomba,
1351,Published,7-Eleven Richlands,"208 Progress Road, Richlands, Queensland, Australia",-27.597943,152.949775,,1,Standard retailer,,,,,,,,,,Brisbane,
1356,Published,7-Eleven Sandgate,"86 Rainbow Street, Sandgate, Queensland, Australia",-27.32111,153.068175,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
1361,Published,7-Eleven Springwood,"Cinderella Drive, Springwood, Queensland, Australia",-27.60946,153.124547,,1,Standard retailer,,,,,,,,,,Logan,
1366,Published,7-Eleven Strathpine,"Strathpine Shopping Centre, Strathpine, Queensland, Australia",-27.307691,152.990456,,1,Standard retailer,,,,,,,,,,Brisbane,
1371,Published,7-Eleven The Gap,"1121 Waterworks Road, The Gap, Queensland, Australia",-27.44285,152.943656,,1,Standard retailer,,,,,,,,,,Brisbane,
1376,Published,7-Eleven Toowoomba,"328 - 330 James Street, South Toowoomba, Queensland, Australia",-27.566231,151.930743,,1,Standard retailer,,,,,,,,,,Brisbane,
1381,Published,7-Eleven Toowoomba East,"221 Ruthven Street, North Toowoomba, Queensland, Australia",-27.550683,151.954786,,1,Standard retailer,,,,,,,,,,Toowoomba,
1386,Published,7-Eleven Victoria Point,"439 Cleveland-Redland Bay Road, Thornlands, Queensland, Australia",-27.584466,153.280957,,1,Standard retailer,,,,,,,,,,Redlands,
1391,Published,7-Eleven Warner,"Old North Road, Warner, Queensland, Australia",-27.310447,152.962742,,1,Standard retailer,,,,,,,,,,Brisbane,
1396,Published,7-Eleven Vulture Street,"82 Vulture Street, West End, Queensland, Australia",-27.48086,153.01192,,1,Standard retailer,,,,,,,,,,Brisbane,
1401,Published,7-Eleven Woodridge,"Kingston Road, Slacks Creek, Queensland, Australia",-27.620445,153.115424,,1,Standard retailer,,,,,,,,,,Brisbane,
1406,Published,Lucky 7 Circle,"3184 Surfers Paradise Boulevard, Surfers Paradise, Queensland, Australia",-28.000986,153.42705,,2,Preloaded reseller,,,,,,,,,,Gold Coast,
1411,Published,SPC Mini Mart,"56 Scarborough Street, Southport, Queensland, Australia",-27.970411,153.412793,,1,Standard retailer,,,,,,,,,,Gold Coast,
1416,Published,JTB Lounge,"3191 Surfers Paradise Boulevard, Surfers Paradise, Queensland, Australia",-27.999085,153.428729,,2,Preloaded reseller,,,,,,,,,,Gold Coast,
1421,Archived,Woolloongabba Post Shop,"8B/803 Stanley Street, Woolloongabba, Queensland, Australia",-27.486614,153.035526,Brisbane,2,Preloaded reseller,,,,,,,,,,Brisbane,
1426,Archived,Russell Island Pharmacy,"29 High Street, Russell Island, Queensland, Australia",-27.648638,153.381709,,2,Preloaded reseller,,,,,,,,,,Redlands,
1431,Published,Camp Hill Newsagency,"569 Old Cleveland Road, Camp Hill, Queensland, Australia",-27.492889,153.075345,,1,Standard retailer,,,,,,,,,,Brisbane,
1436,Published,Holland Park Newsagency,"1/109 Seville Road, Holland Park, Queensland, Australia",-27.521484,153.074011,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
1441,Published,Nextra Carindale City News,"Lower Level, Westfield Carindale, Creek Road, Carindale, Queensland, Australia",-27.502998,153.101627,,1,Standard retailer,,,,,,,,,,Brisbane,
1446,Published,Norman Park Central News,"1/183 Bennetts Road, Morningside, Queensland, Australia",-27.483568,153.064402,,1,Standard retailer,,,,,,,,,,Brisbane,
1451,Published,News Bulletin,"6/75 Braun Street, Deagon, Queensland, Australia",-27.330283,153.057646,,1,Standard retailer,,,,,,,,,,Brisbane,
1456,Published,Rochedale News,"549 Underwood Road, Rochedale South, Queensland, Australia",-27.595882,153.124881,,1,Standard retailer,,,,,,,,,,Brisbane,
1461,Published,Nextra Browns Plains,"Grand Plaza Shopping Centre, Browns Plains Road, Browns Plains, Queensland, Australia",-27.662644,153.040967,,1,Standard retailer,,,,,,,,,,Brisbane,
1466,Published,Margate News and Casket,"270 Oxley Avenue, Margate, Queensland, Australia",-27.244551,153.107871,,2,Preloaded reseller,,,,,,,,,,Brisbane,
1471,Published,Colonial Village 4 Espresso,"351 Beams Road, Taigum, Queensland, Australia",-27.349545,153.041259,,2,Preloaded reseller,,,,,,,,,,Brisbane,
1476,Published,Nextra Express Chermside,"Westfield Chermside, Hamilton Road, Chermside, Queensland, Australia",-27.384486,153.032094,,1,Standard retailer,,,,,,,,,,Brisbane,
1481,Published,Metro News On 1st (Level 1),"Indooroopilly Shopping Centre, Moggill Road, Indooroopilly, Queensland, Australia",-27.499652,152.972679,,1,Standard retailer,,,,,,,,,,Brisbane,
1486,Published,Pinkeys Convenience Store,"17 Zillman Road, Hendra, Queensland, Australia",-27.422296,153.063761,,1,Standard retailer,,,,,,,,,,Brisbane,
1491,Published,Tanah Merah News and Casket,"Cnr Drews and Clarks Road, Loganholme, Queensland, Australia",-27.690521,153.177819,,1,Standard retailer,,,,,,,,,,Logan,
1496,Archived,Main Beach News and Supermarket,"19 Tedder Avenue, Main Beach, Queensland, Australia",-27.979344,153.424967,Gold Coast,1,Standard retailer,,,,,,,,,,Gold Coast,
1501,Published,Nextra Booval,"Booval Fair, Brisbane Road, Booval, Queensland, Australia",-27.61511,152.789748,,1,Standard retailer,,,,,,,,,,Ipswich,
1506,Published,Kallangur News,"1406 Anzac Avenue, Kallangur, Queensland, Australia",-27.250229,152.993461,,1,Standard retailer,,,,,,,,,,Brisbane,
1511,Published,The Gap Park and Ride,"1371 Waterworks Road, The Gap, Queensland, Australia",-27.445599,152.930148,,4,Bus fare machine,,,,,,,,,,Brisbane,
1516,Published,Redcliffe Bus Station,"Humpybong Esplanade, Redcliffe, Queensland, Australia",-27.225499,153.11427,,4,Bus fare machine,,,,,,,,,,Redlands,
1521,Draft,Kawana Bus Station,"Point Cartwright Drive, Buddina, Queensland, Australia",-26.703187,153.129027,,4,Bus fare machine,,,,,,,,,,Sunshine Coast,
1526,Draft,University of Sunshine Coast Bus Station,"Sippy Downs Drive, Sippy Downs, Queensland, Australia",-26.718545,153.061919,,4,Bus fare machine,,,,,,,,,,Sunshine Coast,
1531,Published,Campus Book Shop,"Building G.40, Griffith University Gold Coast Campus, Parklands Drive, Southport, Queensland, Australia",-27.962918,153.380708,,2,Preloaded reseller,,,,,,,,,,Gold Coast,
1536,Published,Foodworks Wishart,"590 Mount Gravatt-Capalaba Road, Wishart, Queensland, 4122, Australia",-27.549068,153.106621,,1,Standard retailer,,,,,,,,,,Brisbane,
1541,Published,Broadbeach Oasis News ,"Victoria Avenue, Broadbeach, Queensland, Australia",-28.029567,153.432791,,2,Preloaded reseller,,,,,,,,,,Gold Coast,
1551,Archived,Quikstop Minimart & News,"Hospital Boulevard, Southport, Queensland, Australia",-27.959043,153.381172,Gold Coast,2,Preloaded reseller,,,,,,,,,,Gold Coast,
1556,Published,Kenmore Tavern Plaza News,"4/841 Moggill Road, Kenmore, Queensland, Australia",-27.506749,152.948024,,2,Preloaded reseller,,,,,,,,,,Brisbane,
1561,Published,Visitor Information Centre (Regent Theatre),"167 Queen Street, Brisbane, Queensland, Australia",-27.469414,153.026006,,1,Standard retailer,EFTPOS Sales only - VISA and MasterCard accepted.,,,,,,,,,Brisbane,
1566,Published,7 Eleven Maudsland,"141 Maudsland Road, Oxenford, Queensland, Australia",-27.913145,153.282808,,1,Standard retailer,,,,,,,,,,Gold Coast,
1571,Published,7 Eleven North Lakes,"Flinders Parade, North Lakes, Queensland, Australia",-27.220542,152.999797,,1,Standard retailer,,,,,,,,,,Moreton Bay,
1576,Published,7 Eleven Gaven,"1 Binstead Way, Pacific Pines, Queensland, Australia",-27.926,153.323755,Gold Coast,1,Standard retailer,,,,,,,,,,Gold Coast,
1581,Draft,7 Eleven Oxley,"2208 Ipswich Road, Oxley, Queensland, Australia",-27.567043,152.979294,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
1586,Draft,Surfers Paradise Cruise Terminal,Under Moorings Building Cnr Cavill & Ferny Ave ,0,0,,2,Preloaded reseller,,,,,,,,,,Gold Coast,
1591,Published,Surfers Paradise Cruise Terminal,"Under the Moorings Building, Cnr Cavill & Ferny Ave, Surfers Paradise, Queensland, Australia",-28.001446,153.426385,,2,Preloaded reseller,,,,,,,,,,Gold Coast,
1596,Published,Springfield Rail Station,"Springfield Station (future), Springfield Lakes, Queensland, Australia",-27.660548,152.921474,Ipswich,5,Rail fare machine,,,,,,,,,,Ipswich,
1601,Published,Springfield Central Rail Station,"Springfield Central, Brookwater, Queensland, Australia",-27.674276,152.902834,Ipswich,5,Rail fare machine,,,,,,,,,,Ipswich,
1606,Published,SPAR Express Marsden,"Cnr Third Avenue and Macarthy Road, Marsden",-27.674482,153.089572,Brisbane,2,Preloaded reseller,,,,,,,,,,Brisbane,
1611,Published,Lucky 7 – View Convenience,Shop G38 - Corner of View Avenue and Surfers Paradise Boulevard,-27.997786,153.42889,Gold Coast,2,Preloaded reseller,Shop G38 - Corner of View Avenue and Surfers Paradise Boulevard,,,,,,,,,Gold Coast,
1616,Published,Landsborough Newsagency,"1/1 Maleny Street, Landsborough, Queensland, Australia",-26.808765,152.964943,Sunshine Coast,2,Preloaded reseller,,,,,,,,,,Sunshine Coast,
1621,Published,7-Eleven Deception Bay,"1 Baylink Avenue, Deception Bay, QLD, 4508, Australia",-27.196441,153.014624,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
1626,Draft,7-Eleven Kingston South,"2 Juers Street, Kingston, Queensland, Australia",-27.660196,153.11775,South East Queensland,1,Standard retailer,,,,,,,,,,South East Queensland,
1631,Published,Earls Court Serviced Apartments,"131 Nerang Street, Southport, Queensland, Australia",-27.971204,153.407014,Gold Coast,2,Preloaded reseller,,,,,,,,,,Gold Coast,
1636,Published,Macgregor News,"342 McCullough Street, Macgregor, Queensland, Australia",-27.571407,153.065128,Brisbane,2,Preloaded reseller,,,,,,,,,,Brisbane,
1641,Published,7-Eleven Taigum,"377 Handford Road, Taigum, Queensland, Australia",-27.342044,153.041343,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
1646,Published,7-Eleven Ormeau,"7 Eggersdorf Road, Ormeau, Queensland, Australia",-27.78611,153.258136,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
1651,Published,Gasworks News,"The Gasworks, Skyring Terrace, Newstead, Queensland, Australia",-27.450247,153.044459,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
1656,Published,Q Desk,"Q1 Building, 9 Hamilton Avenue, Surfers Paradise, Queensland, Australia",-28.006222,153.429523,Gold Coast,2,Preloaded reseller,,,,,,,,,,Gold Coast,
1661,Published,Narangba Licensed Post Office,"36 Main Street, Narangba, Queensland, Australia",-27.202777,152.959402,Brisbane,2,Preloaded reseller,,,,,,,,,,Brisbane,
1666,Published,Mountain View News,"967 Logan Road, Holland Park West, Queensland, Australia",-27.519645,153.061564,Brisbane,2,Preloaded reseller,,,,,,,,,,Brisbane,
1671,Published,Australia Post Office Coopers Plains,"896 Boundary Road, Coopers Plains, QLD, 4108, Australia",-27.569609,153.036245,Brisbane,2,Preloaded reseller,,,,,,,,,,Brisbane,
1676,Published,Nottingham Road News,"Shop 8, 2605 Beaudesert Road, Calamvale, Queensland, Australia",-27.630829,153.045734,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
1681,Published,Morningside Central News,"Shop 11, 25 Junction Road, Morningside, Queensland, Australia",-27.466104,153.080204,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
,,,,,,,,,,225,773,859,87,495,546,,,500,
,,7,,,,,,,,,,,,,,,,,
,,144,,,,,,,,,,,,,,,,,
